id,partner,order_datetime,item,category,unit_price,quantity,sales
3568,Nile.com,2021-10-05 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,50,745.5
3569,Priceco,2020-09-28 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
3570,Walblues,2021-04-22 08:00:00 UTC,Typewriter,Odd Equipment,63.19,100,6319
3571,J-Mart,2019-05-14 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,100,923
3572,Bullseye,2020-04-17 08:00:00 UTC,Microscope,Odd Equipment,102.24,50,5112
3573,Doormart,2020-09-23 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,200,4828
3574,Nile.com,2019-09-02 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
3575,Priceco,2019-04-04 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
3576,Walblues,2020-05-07 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
3577,J-Mart,2019-06-21 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,50,3159.5
3578,Bullseye,2019-10-30 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,100,1491
3579,Doormart,2019-08-10 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,200,1846
3580,Nile.com,2019-06-21 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
3581,Priceco,2020-08-03 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
3582,Walblues,2019-09-07 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
3583,J-Mart,2021-05-22 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
3584,Bullseye,2019-08-19 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,50,461.5
3585,Doormart,2019-02-10 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,200,7810
3586,Nile.com,2020-02-01 08:00:00 UTC,Microscope,Odd Equipment,102.24,100,10224
3587,Priceco,2021-06-16 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,100,355
3588,Walblues,2021-09-13 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,100,923
3589,J-Mart,2020-01-31 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,50,106.5
3590,Bullseye,2020-11-03 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,10,631.9
3591,Doormart,2021-01-18 08:00:00 UTC,Lamp,Odd Equipment,24.14,200,4828
3592,Nile.com,2021-09-12 08:00:00 UTC,Lamp,Odd Equipment,24.14,200,4828
3593,Priceco,2020-06-06 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,100,6319
3594,Walblues,2021-08-02 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,10,390.5
3595,J-Mart,2021-04-23 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,100,923
3596,Bullseye,2020-08-20 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,50,461.5
3597,Doormart,2020-11-28 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,200,1136
3598,Nile.com,2020-02-10 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,200,4828
3599,Priceco,2019-06-14 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
3600,Walblues,2019-09-09 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,100,6319
3601,J-Mart,2021-07-21 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,10,21.3
3602,Bullseye,2021-05-23 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,50,461.5
3603,Doormart,2019-09-16 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,200,7810
3604,Nile.com,2020-04-25 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
3605,Priceco,2021-03-11 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
3606,Walblues,2019-01-23 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,10,92.3
3607,J-Mart,2020-05-06 08:00:00 UTC,Lamp,Odd Equipment,24.14,10,241.4
3608,Bullseye,2021-01-14 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,100,2414
3609,Doormart,2020-12-23 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,200,7810
3610,Nile.com,2020-11-29 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,10,631.9
3611,Priceco,2019-11-05 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
3612,Walblues,2021-04-24 08:00:00 UTC,Microscope,Odd Equipment,102.24,10,1022.4
3613,J-Mart,2020-07-23 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,50,1207
3614,Bullseye,2021-06-22 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,50,1207
3615,Doormart,2019-11-14 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,50,106.5
3616,Nile.com,2020-05-31 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,10,56.8
3617,Priceco,2019-09-29 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,100,2414
3618,Walblues,2021-03-03 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,50,284
3619,J-Mart,2019-03-08 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,10,149.1
3620,Bullseye,2021-10-09 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,100,6319
3621,Doormart,2020-12-22 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
3622,Nile.com,2019-10-08 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,50,745.5
3623,Priceco,2021-07-29 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,100,355
3624,Walblues,2020-05-24 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
3625,J-Mart,2021-07-03 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,200,1846
3626,Bullseye,2020-02-07 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
3627,Doormart,2020-07-23 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,200,1846
3628,Nile.com,2020-01-03 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,10,56.8
3629,Priceco,2021-04-25 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
3630,Walblues,2021-05-10 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
3631,J-Mart,2021-10-21 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
3632,Bullseye,2021-10-14 08:00:00 UTC,Microscope,Odd Equipment,102.24,100,10224
3633,Doormart,2019-02-11 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
3634,Nile.com,2021-09-21 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,200,4828
3635,Priceco,2021-09-05 08:00:00 UTC,Typewriter,Odd Equipment,63.19,100,6319
3636,Walblues,2019-08-02 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,10,390.5
3637,J-Mart,2021-02-06 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
3638,Bullseye,2019-01-20 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
3639,Doormart,2020-09-14 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,200,1136
3640,Nile.com,2020-01-13 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,10,149.1
3641,Priceco,2019-12-07 08:00:00 UTC,Microscope,Odd Equipment,102.24,100,10224
3642,Walblues,2020-08-01 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,50,106.5
3643,J-Mart,2019-06-08 08:00:00 UTC,Lamp,Odd Equipment,24.14,10,241.4
3644,Bullseye,2020-06-11 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
3645,Doormart,2019-12-25 08:00:00 UTC,Typewriter,Odd Equipment,63.19,200,12638
3646,Nile.com,2021-07-22 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,10,56.8
3647,Priceco,2021-07-01 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
3648,Walblues,2020-12-06 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,50,461.5
3649,J-Mart,2021-08-19 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,50,106.5
3650,Bullseye,2019-02-26 08:00:00 UTC,Typewriter,Odd Equipment,63.19,100,6319
3651,Doormart,2019-09-21 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
3652,Nile.com,2019-03-04 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,50,3159.5
3653,Priceco,2021-04-24 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
3654,Walblues,2021-03-24 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
3655,J-Mart,2021-08-07 08:00:00 UTC,Lamp,Odd Equipment,24.14,200,4828
3656,Bullseye,2021-05-14 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
3657,Doormart,2019-02-18 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,200,1136
3658,Nile.com,2021-02-09 08:00:00 UTC,Microscope,Odd Equipment,102.24,200,20448
3659,Priceco,2021-05-29 08:00:00 UTC,Microscope,Odd Equipment,102.24,100,10224
3660,Walblues,2020-10-06 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,50,461.5
3661,J-Mart,2019-08-16 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,50,106.5
3662,Bullseye,2021-09-28 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,50,3159.5
3663,Doormart,2020-09-22 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
3664,Nile.com,2019-07-20 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,200,1846
3665,Priceco,2019-01-31 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
3666,Walblues,2020-10-03 08:00:00 UTC,Microscope,Odd Equipment,102.24,100,10224
3667,J-Mart,2021-03-24 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,200,1846
3668,Bullseye,2019-08-06 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
3669,Doormart,2021-09-29 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,200,1136
3670,Nile.com,2020-07-14 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,10,56.8
3671,Priceco,2020-06-10 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,100,6319
3672,Walblues,2021-02-04 08:00:00 UTC,Microscope,Odd Equipment,102.24,50,5112
3673,J-Mart,2019-12-13 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,200,1846
3674,Bullseye,2020-11-12 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,10,56.8
3675,Doormart,2021-12-12 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
3676,Nile.com,2020-05-18 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
3677,Priceco,2020-06-30 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
3678,Walblues,2020-10-13 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,50,1207
3679,J-Mart,2019-06-13 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
3680,Bullseye,2021-09-24 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
3681,Doormart,2021-08-05 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
3682,Nile.com,2021-03-30 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,200,1846
3683,Priceco,2021-04-20 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
3684,Walblues,2021-08-31 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,50,106.5
3685,J-Mart,2021-03-03 08:00:00 UTC,Lamp,Odd Equipment,24.14,10,241.4
3686,Bullseye,2020-01-06 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
3687,Doormart,2021-10-23 08:00:00 UTC,Lamp,Odd Equipment,24.14,200,4828
3688,Nile.com,2019-04-23 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,10,92.3
3689,Priceco,2020-10-14 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
3690,Walblues,2021-02-04 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,10,92.3
3691,J-Mart,2021-06-25 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,50,284
3692,Bullseye,2019-07-13 08:00:00 UTC,Typewriter,Odd Equipment,63.19,100,6319
3693,Doormart,2021-06-11 08:00:00 UTC,Lamp,Odd Equipment,24.14,200,4828
3694,Nile.com,2019-11-10 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,10,92.3
3695,Priceco,2020-12-31 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
3696,Walblues,2021-02-12 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,10,35.5
3697,J-Mart,2019-07-24 08:00:00 UTC,Microscope,Odd Equipment,102.24,50,5112
3698,Bullseye,2021-09-27 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,10,390.5
3699,Doormart,2019-01-24 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,200,7810
3700,Nile.com,2019-05-30 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,200,1136
3701,Priceco,2021-01-16 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
3702,Walblues,2020-03-05 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,100,923
3703,J-Mart,2020-04-26 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
3704,Bullseye,2021-03-12 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,50,1952.5
3705,Doormart,2019-01-16 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,200,1136
3706,Nile.com,2019-12-22 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,50,106.5
3707,Priceco,2020-10-07 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
3708,Walblues,2021-11-28 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
3709,J-Mart,2020-09-06 08:00:00 UTC,Microscope,Odd Equipment,102.24,50,5112
3710,Bullseye,2021-08-28 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,10,35.5
3711,Doormart,2021-10-25 08:00:00 UTC,Lamp,Odd Equipment,24.14,200,4828
3712,Nile.com,2019-08-14 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,100,1491
3713,Priceco,2020-09-01 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
3714,Walblues,2021-02-15 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,10,92.3
3715,J-Mart,2020-08-03 08:00:00 UTC,Microscope,Odd Equipment,102.24,50,5112
3716,Bullseye,2021-02-07 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,50,461.5
3717,Doormart,2019-07-30 08:00:00 UTC,Microscope,Odd Equipment,102.24,50,5112
3718,Nile.com,2021-08-31 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,50,177.5
3719,Priceco,2021-05-16 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
3720,Walblues,2020-03-20 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,50,1207
3721,J-Mart,2021-05-28 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,200,4828
3722,Bullseye,2020-07-12 08:00:00 UTC,Typewriter,Odd Equipment,63.19,100,6319
3723,Doormart,2021-08-13 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,200,4828
3724,Nile.com,2020-05-26 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,10,21.3
3725,Priceco,2020-02-11 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
3726,Walblues,2021-01-19 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,10,390.5
3727,J-Mart,2020-02-03 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,10,21.3
3728,Bullseye,2020-04-19 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,100,6319
3729,Doormart,2021-03-05 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,200,4828
3730,Nile.com,2020-03-18 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,50,745.5
3731,Priceco,2021-04-13 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
3732,Walblues,2020-01-10 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,10,241.4
3733,J-Mart,2019-01-20 08:00:00 UTC,Typewriter,Odd Equipment,63.19,10,631.9
3734,Bullseye,2021-05-24 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,50,106.5
3735,Doormart,2020-06-03 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,200,7810
3736,Nile.com,2020-08-31 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,10,92.3
3737,Priceco,2020-10-13 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
3738,Walblues,2021-01-10 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,100,1491
3739,J-Mart,2020-02-09 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,10,56.8
3740,Bullseye,2020-06-02 08:00:00 UTC,Typewriter,Odd Equipment,63.19,100,6319
3741,Doormart,2021-02-02 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,200,12638
3742,Nile.com,2019-06-07 08:00:00 UTC,Lamp,Odd Equipment,24.14,200,4828
3743,Priceco,2019-12-23 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
3744,Walblues,2021-12-01 08:00:00 UTC,Microscope,Odd Equipment,102.24,10,1022.4
3745,J-Mart,2020-08-02 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,10,390.5
3746,Bullseye,2021-10-09 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,100,923
3747,Doormart,2019-06-27 08:00:00 UTC,Typewriter,Odd Equipment,63.19,200,12638
3748,Nile.com,2020-08-27 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,10,92.3
3749,Priceco,2019-06-28 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
3750,Walblues,2020-02-19 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,50,1207
3751,J-Mart,2019-03-16 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
3752,Bullseye,2019-02-27 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,100,923
3753,Doormart,2020-03-10 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,200,1846
3754,Nile.com,2019-09-09 08:00:00 UTC,Microscope,Odd Equipment,102.24,10,1022.4
3755,Priceco,2021-12-19 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
3756,Walblues,2021-11-17 08:00:00 UTC,Lamp,Odd Equipment,24.14,10,241.4
3757,J-Mart,2019-07-31 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
3758,Bullseye,2021-01-17 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
3759,Doormart,2020-09-11 08:00:00 UTC,Lamp,Odd Equipment,24.14,200,4828
3760,Nile.com,2021-05-12 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
3761,Priceco,2019-01-07 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,100,6319
3762,Walblues,2019-06-02 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,50,1952.5
3763,J-Mart,2020-05-29 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
3764,Bullseye,2021-08-01 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
3765,Doormart,2020-08-15 08:00:00 UTC,Lamp,Odd Equipment,24.14,200,4828
3766,Nile.com,2021-02-02 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
3767,Priceco,2020-09-24 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
3768,Walblues,2019-04-27 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,100,2414
3769,J-Mart,2019-05-04 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
3770,Bullseye,2021-06-15 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
3771,Doormart,2019-07-23 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,50,106.5
3772,Nile.com,2021-05-30 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,10,390.5
3773,Priceco,2019-05-07 08:00:00 UTC,Boxing Gloves,Cursed Sporting Goods,14.91,100,1491
3774,Walblues,2020-08-18 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,10,92.3
3775,J-Mart,2020-02-29 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
3776,Bullseye,2020-12-25 08:00:00 UTC,Typewriter,Odd Equipment,63.19,200,12638
3777,Doormart,2019-03-15 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
3778,Nile.com,2019-05-16 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,10,92.3
3779,Priceco,2019-07-06 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,100,2414
3780,Walblues,2021-01-19 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,10,92.3
3781,J-Mart,2021-01-17 08:00:00 UTC,Lamp,Odd Equipment,24.14,10,241.4
3782,Bullseye,2021-09-24 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
3783,Doormart,2021-01-29 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,200,1136
3784,Nile.com,2021-03-30 08:00:00 UTC,Lamp,Odd Equipment,24.14,10,241.4
3785,Priceco,2021-07-12 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
3786,Walblues,2019-12-21 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,100,213
3787,J-Mart,2019-08-12 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,200,7810
3788,Bullseye,2020-10-21 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
3789,Doormart,2020-05-30 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,200,1846
3790,Nile.com,2020-02-17 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,10,92.3
3791,Priceco,2021-11-08 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
3792,Walblues,2019-10-08 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,50,106.5
3793,J-Mart,2021-12-15 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
3794,Bullseye,2019-08-18 08:00:00 UTC,Typewriter,Odd Equipment,63.19,50,3159.5
3795,Doormart,2020-12-15 08:00:00 UTC,Lamp,Odd Equipment,24.14,200,4828
3796,Nile.com,2019-01-30 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,10,21.3
3797,Priceco,2020-11-11 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
3798,Walblues,2020-02-21 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,50,284
3799,J-Mart,2020-09-24 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,10,56.8
3800,Bullseye,2019-08-29 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
3801,Doormart,2021-09-24 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,200,4828
3802,Nile.com,2020-06-29 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,50,1952.5
3803,Priceco,2019-06-18 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,100,3905
3804,Walblues,2019-07-24 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
3805,J-Mart,2021-11-12 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,10,92.3
3806,Bullseye,2020-10-13 08:00:00 UTC,Lamp,Odd Equipment,24.14,50,1207
3807,Doormart,2020-10-11 08:00:00 UTC,Toy Doll,Sinister Toys,3.55,200,710
3808,Nile.com,2021-09-16 08:00:00 UTC,Lamp,Odd Equipment,24.14,200,4828
3809,Priceco,2020-03-23 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
3810,Walblues,2021-12-05 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,100,6319
3811,J-Mart,2020-07-17 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,200,1136
3812,Bullseye,2021-05-15 08:00:00 UTC,Microscope,Odd Equipment,102.24,100,10224
3813,Doormart,2021-01-02 08:00:00 UTC,Microscope,Odd Equipment,102.24,100,10224
3814,Nile.com,2020-07-29 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,200,426
3815,Priceco,2021-12-17 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
3816,Walblues,2019-11-13 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,10,92.3
3817,J-Mart,2021-07-11 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
3818,Bullseye,2021-08-14 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,50,106.5
3819,Doormart,2021-10-08 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,200,7810
3820,Nile.com,2021-03-21 08:00:00 UTC,Fishing Rod,Cursed Sporting Goods,63.19,10,631.9
3821,Priceco,2019-12-09 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
3822,Walblues,2020-12-06 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,10,56.8
3823,J-Mart,2020-07-06 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,50,1207
3824,Bullseye,2020-06-10 08:00:00 UTC,Microscope,Odd Equipment,102.24,50,5112
3825,Doormart,2019-06-14 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
3826,Nile.com,2020-07-06 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,200,7810
3827,Priceco,2019-01-24 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
3828,Walblues,2020-10-12 08:00:00 UTC,Necklace,Mysterious Apparel,9.23,100,923
3829,J-Mart,2021-04-18 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,10,390.5
3830,Bullseye,2021-08-04 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,100,568
3831,Doormart,2021-01-01 08:00:00 UTC,Mystic Pendant,Mysterious Apparel,5.68,200,1136
3832,Nile.com,2019-10-23 08:00:00 UTC,Running Shoes,Cursed Sporting Goods,39.05,200,7810
3833,Priceco,2019-05-31 08:00:00 UTC,Typewriter,Odd Equipment,63.19,100,6319
3834,Walblues,2021-11-16 08:00:00 UTC,Typewriter,Odd Equipment,63.19,50,3159.5
3835,J-Mart,2021-11-19 08:00:00 UTC,Microscope,Odd Equipment,102.24,10,1022.4
3836,Bullseye,2019-12-08 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,100,923
3837,Doormart,2020-02-01 08:00:00 UTC,Vintage Jacket,Mysterious Apparel,24.14,200,4828
3838,Nile.com,2021-04-25 08:00:00 UTC,Baseball Card,Sinister Toys,2.13,10,21.3
3839,Priceco,2019-12-08 08:00:00 UTC,Lamp,Odd Equipment,24.14,100,2414
3840,Walblues,2020-10-16 08:00:00 UTC,Microscope,Odd Equipment,102.24,10,1022.4
3841,J-Mart,2021-07-12 08:00:00 UTC,Model Racehorse,Sinister Toys,9.23,50,461.5
